50000 1000
47124 49353 59 22398
47125 23273 53 42841
47126 37157 31 25435
47127 19551 69 1733
47128 41364 66 46418
47129 5684 43 12449
47130 31001 3 14948
47131 63798 1 24342
47132 40445 2 12016
47133 19292 7 24764
47134 50915 31 49825
47135 52291 40 35504
47136 17115 8 47137
47137 17115 9 47138
47138 17115 10 47139
47139 17115 11 19700
47140 48071 8 42446
47141 0 0 0
47142 38490 34 47143
47143 38490 35 47144
47144 38490 36 47145
47145 38490 37 31498
47146 3790 75 10656
47147 19551 18 16943
47148 19292 92 1
47149 5117 28 20498
47150 42195 81 22211
47151 52640 88 15169
47152 48956 16 43762
47153 3413 61 49388
47154 61990 32 29010
47155 0 0 0
47156 30882 14 47157
47157 30882 15 47158
47158 30882 16 47159
47159 30882 17 47160
47160 30882 18 47161
47161 30882 19 47162
47162 30882 20 47163
47163 30882 21 47164
47164 30882 22 28638
47165 46606 2 41606
47166 7026 37 21330
47167 36790 40 26249
47168 4178 1 47169
47169 4178 2 47170
47170 4178 3 9061
47171 22680 43 17312
47172 324 19 12826
47173 7193 50 14549
47174 50173 29 47175
47175 50173 30 47176
47176 50173 31 32552
47177 26286 37 11999
47178 49224 12 3866
47179 60051 5 30509
47180 8627 9 32387
47181 7245 28 20986
47182 52385 51 47183
47183 52385 52 383
47184 14541 39 18884
47185 49159 16 24626
47186 31999 21 42914
47187 42643 60 2980
47188 36838 13 37747
47189 59253 29 1
47190 64800 39 38434
47191 51121 26 16597
47192 31999 14 33477
47193 0 0 0
47194 29915 30 47794
47195 11611 13 44047
47196 35374 34 31945
47197 37436 52 8982
47198 29504 53 3322
47199 29482 62 38482
47200 28860 10 13289
47201 30699 12 40942
47202 41364 2 13835
47203 28860 22 47101
47204 34643 26 40828
47205 64800 81 12319
47206 59130 7 21200
47207 10026 15 12583
47208 4228 23 47209
47209 4228 24 7921
47210 23442 38 41632
47211 20830 1 45137
47212 32116 20 16224
47213 35728 39 2887
47214 29443 51 23062
47215 0 0 0
47216 14971 41 9325
47217 0 0 0
47218 41242 20 2204
47219 0 0 0
47220 3413 13 41804
47221 0 0 0
47222 52640 27 18364
47223 32116 32 12559
47224 50941 65 1
47225 40787 14 30613
47226 60516 25 47227
47227 60516 26 47228
47228 60516 27 34885
47229 6856 1 47230
47230 6856 2 47231
47231 6856 3 27189
47232 7245 70 47870
47233 0 0 0
47234 4739 35 25067
47235 25057 56 22091
47236 12978 20 9970
47237 0 0 0
47238 14484 1 2526
47239 5617 11 47240
47240 5617 12 1410
47241 29170 5 38172
47242 34380 21 11917
47243 52640 74 8769
47244 33831 40 47245
47245 33831 41 47246
47246 33831 42 47247
47247 33831 43 47248
47248 33831 44 47249
47249 33831 45 47250
47250 33831 46 47251
47251 33831 47 47252
47252 33831 48 47253
47253 33831 49 5542
47254 58362 71 27844
47255 0 0 0
47256 15207 7 23701
47257 60133 52 35129
47258 27842 41 15214
47259 0 0 0
47260 60891 5 11722
47261 6856 39 47262
47262 6856 40 47263
47263 6856 41 1734
47264 56498 16 32756
47265 42643 28 49319
47266 50271 15 46993
47267 57907 13 46006
47268 7549 31 47269
47269 7549 32 32922
47270 46471 11 30835
47271 4504 27 2354
47272 50070 29 47273
47273 50070 30 47274
47274 50070 31 47275
47275 50070 32 47276
47276 50070 33 47277
47277 50070 34 47278
47278 50070 35 47279
47279 50070 36 47280
47280 50070 37 47281
47281 50070 38 47282
47282 50070 39 47283
47283 50070 40 47284
47284 50070 41 47285
47285 50070 42 47286
47286 50070 43 47287
47287 50070 44 47288
47288 50070 45 47289
47289 50070 46 23952
47290 12628 12 12639
47291 0 0 0
47292 49080 32 1224
47293 0 0 0
47294 4131 24 5500
47295 35728 72 49628
47296 27842 27 12087
47297 16736 5 47298
47298 16736 6 47299
47299 16736 7 40937
47300 3937 74 47301
47301 3937 75 47302
47302 3937 76 47303
47303 3937 77 1
47304 43635 37 48659
47305 4528 1 47306
47306 4528 2 47307
47307 4528 3 47308
47308 4528 4 47309
47309 4528 5 47310
47310 4528 6 47311
47311 4528 7 47312
47312 4528 8 19588
47313 60133 17 43147
47314 63215 20 22029
47315 50915 38 38540
47316 7089 61 11132
47317 52853 12 48730
47318 8627 44 3747
47319 0 0 0
47320 59359 39 47321
47321 59359 40 47322
47322 59359 41 47323
47323 59359 42 1
47324 4174 11 15622
47325 0 0 0
47326 7245 47 29643
47327 20632 29 2569
47328 1466 45 23329
47329 52856 24 47330
47330 52856 25 47331
47331 52856 26 26831
47332 45415 12 9774
47333 40787 41 14358
47334 6044 51 12243
47335 0 0 0
47336 61990 67 17647
47337 0 0 0
47338 45222 1 47339
47339 45222 2 47340
47340 45222 3 47341
47341 45222 4 47342
47342 45222 5 47343
47343 45222 6 47344
47344 45222 7 47345
47345 45222 8 47346
47346 45222 9 47347
47347 45222 10 47348
47348 45222 11 47349
47349 45222 12 47350
47350 45222 13 47351
47351 45222 14 47352
47352 45222 15 47353
47353 45222 16 47354
47354 45222 17 47355
47355 45222 18 47356
47356 45222 19 47357
47357 45222 20 47358
47358 45222 21 47359
47359 45222 22 47360
47360 45222 23 47361
47361 45222 24 47362
47362 45222 25 47363
47363 45222 26 47364
47364 45222 27 47365
47365 45222 28 47366
47366 45222 29 47367
47367 45222 30 47368
47368 45222 31 47369
47369 45222 32 47370
47370 45222 33 47371
47371 45222 34 47372
47372 45222 35 47373
47373 45222 36 47374
47374 45222 37 47375
47375 45222 38 47376
47376 45222 39 47377
47377 45222 40 47378
47378 45222 41 47379
47379 45222 42 47380
47380 45222 43 47381
47381 45222 44 47382
47382 45222 45 47383
47383 45222 46 47384
47384 45222 47 47385
47385 45222 48 47386
47386 45222 49 47387
47387 45222 50 47388
47388 45222 51 47389
47389 45222 52 47390
47390 45222 53 47391
47391 45222 54 47392
47392 45222 55 47393
47393 45222 56 47394
47394 45222 57 47395
47395 45222 58 47396
47396 45222 59 47397
47397 45222 60 47398
47398 45222 61 47399
47399 45222 62 47400
47400 45222 63 47401
47401 45222 64 47402
47402 45222 65 47403
47403 45222 66 47404
47404 45222 67 47405
47405 45222 68 47406
47406 45222 69 47407
47407 45222 70 47408
47408 45222 71 47409
47409 45222 72 47410
47410 45222 73 47411
47411 45222 74 47412
47412 45222 75 47413
47413 45222 76 47414
47414 45222 77 47415
47415 45222 78 47416
47416 45222 79 47417
47417 45222 80 47418
47418 45222 81 47419
47419 45222 82 47420
47420 45222 83 47421
47421 45222 84 47422
47422 45222 85 47423
47423 45222 86 47424
47424 45222 87 47425
47425 45222 88 47426
47426 45222 89 1
47427 59258 78 45971
47428 41575 52 47429
47429 41575 53 47430
47430 41575 54 31414
47431 46471 87 1
47432 5858 17 47433
47433 5858 18 47434
47434 5858 19 47435
47435 5858 20 47436
47436 5858 21 47437
47437 5858 22 47438
47438 5858 23 26186
47439 21362 7 48395
47440 62223 13 1
47441 0 0 0
47442 14484 83 1
47443 26286 30 20954
47444 53347 12 40906
47445 12480 70 47446
47446 12480 71 47447
47447 12480 72 47937
47448 3790 47 41261
47449 42579 65 38091
47450 62155 13 33333
47451 20626 49 25294
47452 61018 4 19381
47453 40599 24 44152
47454 58937 46 32509
47455 49353 38 24860
47456 4174 50 14094
47457 49735 67 1
47458 1466 77 43326
47459 29482 30 4130
47460 29295 28 47461
47461 29295 29 6045
47462 42043 6 39212
47463 59972 11 11364
47464 46471 49 39055
47465 22927 5 12798
47466 41682 16 33405
47467 0 0 0
47468 63215 4 30963
47469 19877 31 16005
47470 16979 17 32740
47471 23273 57 34915
47472 61735 47 39704
47473 52640 14 40684
47474 59258 55 11599
47475 0 0 0
47476 34774 50 20957
47477 0 0 0
47478 5617 41 1
47479 53347 6 43428
47480 37557 36 9987
47481 61990 7 46456
47482 48590 84 1
47483 43652 1 45969
47484 1466 65 614
47485 7026 12 48590
47486 32065 46 47487
47487 32065 47 47488
47488 32065 48 47489
47489 32065 49 47490
47490 32065 50 47491
47491 32065 51 47492
47492 32065 52 47493
47493 32065 53 47494
47494 32065 54 47495
47495 32065 55 47496
47496 32065 56 47497
47497 32065 57 1
47498 53364 4 44225
47499 39453 61 23169
47500 17871 43 16942
47501 14843 92 16300
47502 7383 53 47503
47503 7383 54 13035
47504 11608 2 32393
47505 13033 26 33830
47506 52150 1 47507
47507 52150 2 47508
47508 52150 3 47509
47509 52150 4 47510
47510 52150 5 47511
47511 52150 6 47512
47512 52150 7 47513
47513 52150 8 47514
47514 52150 9 47515
47515 52150 10 47516
47516 52150 11 47517
47517 52150 12 47518
47518 52150 13 47519
47519 52150 14 47520
47520 52150 15 47521
47521 52150 16 47522
47522 52150 17 47523
47523 52150 18 47524
47524 52150 19 47525
47525 52150 20 47526
47526 52150 21 47527
47527 52150 22 47528
47528 52150 23 47529
47529 52150 24 24512
47530 61735 29 10089
47531 50941 20 44276
47532 31936 13 47533
47533 31936 14 47534
47534 31936 15 47535
47535 31936 16 19601
47536 6678 71 17900
47537 52114 56 47538
47538 52114 57 47539
47539 52114 58 3337
47540 7956 22 6560
47541 64961 58 40024
47542 3413 3 19655
47543 22223 22 27880
47544 29542 17 13626
47545 999 18 28061
47546 36437 42 47547
47547 36437 43 47548
47548 36437 44 47549
47549 36437 45 18164
47550 10382 44 19540
47551 4715 9 47552
47552 4715 10 47553
47553 4715 11 5608
47554 29443 12 8482
47555 26286 46 30272
47556 19877 77 17945
47557 28702 62 26710
47558 4174 39 12363
47559 9535 24 23107
47560 21679 1 47561
47561 21679 2 47562
47562 21679 3 47563
47563 21679 4 47564
47564 21679 5 47565
47565 21679 6 47566
47566 21679 7 47567
47567 21679 8 47568
47568 21679 9 47569
47569 21679 10 47570
47570 21679 11 47571
47571 21679 12 47572
47572 21679 13 47573
47573 21679 14 47574
47574 21679 15 47575
47575 21679 16 47576
47576 21679 17 47577
47577 21679 18 47578
47578 21679 19 47579
47579 21679 20 47580
47580 21679 21 47581
47581 21679 22 47582
47582 21679 23 47583
47583 21679 24 47584
47584 21679 25 1
47585 46814 11 21006
47586 4131 7 32347
47587 48071 68 40534
47588 663 38 47589
47589 663 39 32447
47590 14208 21 47591
47591 14208 22 47592
47592 14208 23 47593
47593 14208 24 29953
47594 57595 56 24924
47595 0 0 0
47596 7184 76 5856
47597 18470 61 12610
47598 58362 16 31590
47599 3122 71 1
47600 19877 57 45232
47601 22223 5 9649
47602 58937 40 38094
47603 13033 21 6768
47604 29482 68 1
47605 63215 64 22088
47606 48948 30 10304
47607 62155 50 27215
47608 4944 39 14096
47609 13117 51 7020
47610 5684 39 4331
47611 58688 27 36302
47612 28971 63 47613
47613 28971 64 47614
47614 28971 65 26685
47615 61056 1 47616
47616 61056 2 47617
47617 61056 3 10214
47618 21098 33 5938
47619 14181 42 19039
47620 29170 30 48747
47621 2412 14 1
47622 29443 39 30426
47623 0 0 0
47624 5117 51 13908
47625 23442 72 28338
47626 37080 10 34299
47627 8627 5 17744
47628 16885 53 43136
47629 398 44 38507
47630 49735 42 22248
47631 0 0 0
47632 5117 43 35344
47633 43994 8 49483
47634 22409 34 10764
47635 0 0 0
47636 57595 60 33072
47637 10420 7 35148
47638 29693 58 47639
47639 29693 59 1
47640 533 47 24118
47641 52856 6 39708
47642 5684 5 11821
47643 16571 13 38658
47644 39878 53 1514
47645 0 0 0
47646 57595 31 34959
47647 35218 8 36060
47648 39288 8 6220
47649 1466 44 47328
47650 6678 47 39042
47651 42579 46 25831
47652 14971 35 2515
47653 10482 21 37784
47654 29443 22 2094
47655 34524 18 47656
47656 34524 19 47657
47657 34524 20 29224
47658 58937 33 43942
47659 59556 17 42382
47660 59258 32 18900
47661 0 0 0
47662 46483 45 47663
47663 46483 46 47664
47664 46483 47 47665
47665 46483 48 47666
47666 46483 49 47667
47667 46483 50 47668
47668 46483 51 47669
47669 46483 52 47670
47670 46483 53 47671
47671 46483 54 47672
47672 46483 55 47673
47673 46483 56 18147
47674 3440 11 13489
47675 42030 49 25147
47676 52853 22 15278
47677 3411 30 47678
47678 3411 31 47679
47679 3411 32 47680
47680 3411 33 47681
47681 3411 34 47682
47682 3411 35 36608
47683 2103 12 42800
47684 35414 79 48676
47685 3413 26 30345
47686 19551 1 23769
47687 50915 36 38924
47688 47590 34 47689
47689 47590 35 40288
47690 35414 31 48813
47691 29170 17 28064
47692 21727 32 30141
47693 59972 25 23160
47694 14843 88 26152
47695 56147 18 39825
47696 50083 61 47697
47697 50083 62 47698
47698 50083 63 38806
47699 56498 7 41970
47700 50271 3 35663
47701 7282 61 40338
47702 60048 10 29962
47703 0 0 0
47704 36016 10 18604
47705 0 0 0
47706 45828 1 1
47707 9535 59 9493
47708 14366 40 2351
47709 48956 28 44861
47710 34774 54 27824
47711 14971 19 16302
47712 23472 56 24474
47713 49304 82 48583
47714 46471 43 16950
47715 46011 20 47716
47716 46011 21 31027
47717 15941 31 47718
47718 15941 32 47719
47719 15941 33 17592
47720 4174 61 2994
47721 63215 56 32402
47722 17871 5 26800
47723 0 0 0
47724 65003 1 7094
47725 34380 43 703
47726 30698 41 47727
47727 30698 42 16026
47728 11991 43 33581
47729 15334 54 47730
47730 15334 55 47731
47731 15334 56 33656
47732 45962 19 12860
47733 6430 62 44520
47734 50390 78 18735
47735 20632 22 28289
47736 29482 47 3782
47737 9640 5 47738
47738 9640 6 47739
47739 9640 7 47740
47740 9640 8 47741
47741 9640 9 47742
47742 9640 10 47743
47743 9640 11 47744
47744 9640 12 41885
47745 44092 1 47746
47746 44092 2 47747
47747 44092 3 47748
47748 44092 4 47749
47749 44092 5 47750
47750 44092 6 47751
47751 44092 7 45217
47752 60672 45 1
47753 35780 55 1503
47754 11991 33 32449
47755 19984 27 14834
47756 576 9 47757
47757 576 10 47758
47758 576 11 23998
47759 23472 54 41634
47760 7616 49 48269
47761 0 0 0
47762 43662 16 3466
47763 0 0 0
47764 40186 63 47765
47765 40186 64 47766
47766 40186 65 47767
47767 40186 66 47768
47768 40186 67 47769
47769 40186 68 47770
47770 40186 69 47771
47771 40186 70 47772
47772 40186 71 47773
47773 40186 72 49063
47774 26378 23 21131
47775 0 0 0
47776 34404 37 33610
47777 0 0 0
47778 19877 55 1600
47779 7193 45 18259
47780 12121 15 41090
47781 0 0 0
47782 47070 33 33584
47783 46814 51 11236
47784 14346 1 47785
47785 14346 2 47786
47786 14346 3 47787
47787 14346 4 47788
47788 14346 5 47789
47789 14346 6 28364
47790 7282 34 42967
47791 47558 41 45136
47792 24547 70 45638
47793 52978 41 12947
47794 29915 31 44063
47795 42643 27 47265
47796 46552 15 31181
47797 0 0 0
47798 5117 64 17304
47799 4944 15 36628
47800 42356 43 874
47801 0 0 0
47802 56498 21 16948
47803 0 0 0
47804 5799 7 47805
47805 5799 8 47806
47806 5799 9 47807
47807 5799 10 38542
47808 7347 49 37808
47809 52978 17 16752
47810 49472 34 14581
47811 50915 6 25174
47812 29420 13 32809
47813 16140 15 47814
47814 16140 16 47815
47815 16140 17 47816
47816 16140 18 47817
47817 16140 19 47818
47818 16140 20 3910
47819 58876 14 47820
47820 58876 15 47821
47821 58876 16 47822
47822 58876 17 47823
47823 58876 18 47824
47824 58876 19 47825
47825 58876 20 47826
47826 58876 21 31986
47827 183 21 35035
47828 35728 74 26879
47829 23714 27 46865
47830 4891 23 47831
47831 4891 24 47832
47832 4891 25 47833
47833 4891 26 47834
47834 4891 27 47835
47835 4891 28 47836
47836 4891 29 47837
47837 4891 30 47838
47838 4891 31 47839
47839 4891 32 47840
47840 4891 33 47841
47841 4891 34 47842
47842 4891 35 47843
47843 4891 36 47844
47844 4891 37 47845
47845 4891 38 47846
47846 4891 39 47847
47847 4891 40 33741
47848 39532 30 29878
47849 21316 46 41520
47850 26960 79 24554
47851 11365 40 36906
47852 23273 69 28189
47853 14920 88 18067
47854 47558 52 1204
47855 17659 20 43741
47856 31692 64 1
47857 0 0 0
47858 5404 10 3422
47859 62996 28 48238
47860 30698 15 47861
47861 30698 16 37444
47862 63523 54 14293
47863 22223 74 1
47864 14541 33 34030
47865 0 0 0
47866 63582 20 47867
47867 63582 21 47868
47868 63582 22 47869
47869 63582 23 44674
47870 7245 71 1
47871 64158 10 47872
47872 64158 11 621
47873 324 16 8005
47874 61946 1 47875
47875 61946 2 47876
47876 61946 3 47877
47877 61946 4 47878
47878 61946 5 47879
47879 61946 6 47880
47880 61946 7 47881
47881 61946 8 47882
47882 61946 9 47883
47883 61946 10 47884
47884 61946 11 47885
47885 61946 12 47886
47886 61946 13 47887
47887 61946 14 47888
47888 61946 15 47889
47889 61946 16 47890
47890 61946 17 47891
47891 61946 18 47892
47892 61946 19 47893
47893 61946 20 47894
47894 61946 21 47895
47895 61946 22 47896
47896 61946 23 47897
47897 61946 24 47898
47898 61946 25 47899
47899 61946 26 47900
47900 61946 27 47901
47901 61946 28 47902
47902 61946 29 47903
47903 61946 30 47904
47904 61946 31 47905
47905 61946 32 25665
47906 3440 8 25912
47907 35510 47 44149
47908 19702 23 46065
47909 0 0 0
47910 19551 82 1
47911 29443 64 18288
47912 8627 34 29015
47913 20632 25 15829
47914 14920 57 5566
47915 7870 10 29220
47916 3790 67 42371
47917 61376 25 18475
47918 25003 8 1
47919 57907 37 42495
47920 39903 43 47921
47921 39903 44 24840
47922 28285 52 2658
47923 37258 4 13219
47924 34484 49 38932
47925 30698 64 1
47926 4698 30 47927
47927 4698 31 47928
47928 4698 32 22224
47929 7089 55 9829
47930 663 30 47931
47931 663 31 32161
47932 42195 80 47150
47933 0 0 0
47934 48071 19 3000
47935 0 0 0
47936 34484 51 7486
47937 12480 73 47938
47938 12480 74 47939
47939 12480 75 47940
47940 12480 76 47941
47941 12480 77 33916
47942 29482 41 33169
47943 21908 61 36602
47944 6430 15 21738
47945 3413 36 12001
47946 31500 8 47947
47947 31500 9 9215
47948 30764 35 1918
47949 60048 8 19068
47950 15074 10 47951
47951 15074 11 49603
47952 19798 24 5224
47953 37727 20 31886
47954 11988 56 47955
47955 11988 57 47956
47956 11988 58 47957
47957 11988 59 47958
47958 11988 60 47959
47959 11988 61 31673
47960 45415 16 22313
47961 61990 46 41616
47962 43056 51 1
47963 49159 12 36810
47964 2182 46 49493
47965 32614 8 47966
47966 32614 9 3838
47967 17871 20 48622
47968 48769 40 21540
47969 50841 52 47970
47970 50841 53 47971
47971 50841 54 30135
47972 40445 18 29468
47973 0 0 0
47974 40599 39 1
47975 5117 30 31947
47976 53347 62 9035
47977 3790 42 46503
47978 663 44 47979
47979 663 45 8672
47980 42723 14 33887
47981 37988 21 36696
47982 40787 31 24608
47983 53347 61 47976
47984 26960 88 37788
47985 39453 24 25761
47986 51349 1 43958
47987 32136 18 10291
47988 1663 34 12674
47989 46854 47 47990
47990 46854 48 47991
47991 46854 49 47992
47992 46854 50 47993
47993 46854 51 47994
47994 46854 52 47995
47995 46854 53 47996
47996 46854 54 47997
47997 46854 55 47998
47998 46854 56 47999
47999 46854 57 48000
48000 46854 58 1
48001 49304 35 27361
48002 21098 32 47618
48003 61376 22 31889
48004 6430 14 47944
48005 55100 2 32255
48006 42643 50 20953
48007 42341 3 22108
48008 3122 16 11723
48009 0 0 0
48010 29504 21 40410
48011 16979 28 1
48012 52677 1 48013
48013 52677 2 48014
48014 52677 3 48015
48015 52677 4 26465
48016 4899 21 23010
48017 57984 33 48018
48018 57984 34 48019
48019 57984 35 48020
48020 57984 36 11926
48021 13117 17 26072
48022 21908 35 16477
48023 37557 65 42275
48024 29443 2 19360
48025 8627 17 18822
48026 2182 13 40963
48027 0 0 0
48028 62276 14 48029
48029 62276 15 48030
48030 62276 16 48031
48031 62276 17 48032
48032 62276 18 48033
48033 62276 19 48034
48034 62276 20 48035
48035 62276 21 48036
48036 62276 22 48037
48037 62276 23 48038
48038 62276 24 30976
48039 26378 28 4784
48040 56728 30 35078
48041 0 0 0
48042 11774 8 37494
48043 28860 15 22269
48044 12791 1 48045
48045 12791 2 48046
48046 12791 3 48047
48047 12791 4 48048
48048 12791 5 48049
48049 12791 6 17719
48050 43662 35 27228
48051 42030 24 40415
48052 52640 78 39860
48053 0 0 0
48054 54738 1 32023
48055 19702 5 16530
48056 14971 71 32628
48057 0 0 0
48058 18153 53 48059
48059 18153 54 48060
48060 18153 55 48061
48061 18153 56 28662
48062 27165 1 48496
48063 37149 67 38132
48064 3067 30 43688
48065 42579 16 34389
48066 14920 71 29744
48067 52978 61 1364
48068 32332 5 34078
48069 35510 65 15943
48070 57453 4 17915
48071 0 0 0
48072 34673 49 18178
48073 6881 1 48074
48074 6881 2 48075
48075 6881 3 48076
48076 6881 4 48077
48077 6881 5 48078
48078 6881 6 48079
48079 6881 7 48080
48080 6881 8 48081
48081 6881 9 32743
48082 62410 57 29197
48083 0 0 0
48084 17778 30 27139
48085 17087 11 2695
48086 7870 33 34315
48087 33697 6 48088
48088 33697 7 48089
